game_id,date,home_abbrev,away_abbrev
21900938,3/6/2020,PHX,POR
21900939,3/6/2020,LAL,MIL
21900940,3/7/2020,CHA,HOU
21900941,3/7/2020,DET,UTA
21900942,3/7/2020,CLE,DEN
21900943,3/7/2020,MEM,ATL
21900944,3/7/2020,GSW,PHI
21900945,3/7/2020,POR,SAC
21900946,3/8/2020,BKN,CHI
21900947,3/8/2020,LAC,LAL
21900948,3/8/2020,MIN,NOP
21900949,3/8/2020,BOS,OKC
21900950,3/8/2020,PHX,MIL
21900951,3/8/2020,DAL,IND
21900952,3/8/2020,HOU,ORL
21900953,3/8/2020,WAS,MIA
21900954,3/8/2020,CLE,SAS
21900955,3/8/2020,NYK,DET
21900956,3/8/2020,SAC,TOR
21900957,3/9/2020,ATL,CHA
21900958,3/9/2020,DEN,MIL
21900959,3/9/2020,UTA,TOR
21900960,3/10/2020,IND,BOS
21900961,3/10/2020,WAS,NYK
21900962,3/10/2020,CHI,CLE
21900963,3/10/2020,SAS,DAL
21900964,3/10/2020,HOU,MIN
21900965,3/10/2020,MEM,ORL
21900966,3/10/2020,POR,PHX
21900967,3/10/2020,LAL,BKN
21900968,3/10/2020,GSW,LAC
21900969,3/11/2020,ATL,NYK
21900970,3/11/2020,MIA,CHA
21900971,3/11/2020,PHI,DET
21900972,3/11/2020,OKC,UTA
21900973,3/11/2020,DAL,DEN
21900974,3/11/2020,SAC,NOP
21900975,3/12/2020,ORL,CHI
21900976,3/12/2020,MIL,BOS
21900977,3/12/2020,POR,MEM
21900978,3/12/2020,GSW,BKN
21900979,3/12/2020,LAL,HOU
21900980,3/13/2020,CHA,CLE
21900981,3/13/2020,BOS,WAS
21900982,3/13/2020,MIA,NYK
21900983,3/13/2020,OKC,MIN
21900984,3/13/2020,SAS,DEN
21900985,3/13/2020,UTA,NOP
21900986,3/13/2020,LAC,BKN
21900987,3/14/2020,DAL,PHX
21900988,3/14/2020,ATL,CLE
21900989,3/14/2020,TOR,DET
21900990,3/14/2020,PHI,IND
21900991,3/14/2020,MIA,CHI
21900992,3/14/2020,MIL,GSW
21900993,3/14/2020,SAS,MIN
21900994,3/14/2020,UTA,MEM
21900995,3/14/2020,LAC,NOP
21900996,3/15/2020,POR,HOU
21900997,3/15/2020,ORL,CHA
21900998,3/15/2020,WAS,OKC
21900999,3/15/2020,CHI,BOS
21901000,3/15/2020,SAC,BKN
21901001,3/15/2020,LAL,DEN
21901002,3/16/2020,PHI,WAS
21901003,3/16/2020,NOP,ATL
21901004,3/16/2020,TOR,GSW
21901005,3/16/2020,MIL,MIA
21901006,3/16/2020,SAS,MEM
21901007,3/16/2020,UTA,LAL
21901008,3/16/2020,LAC,DAL
21901009,3/17/2020,DET,ORL
21901010,3/17/2020,NYK,CHA
21901011,3/17/2020,HOU,CLE
21901012,3/17/2020,MEM,OKC
21901013,3/17/2020,SAC,DAL
21901014,3/17/2020,POR,MIN
21901015,3/18/2020,PHI,TOR
21901016,3/18/2020,ATL,OKC
21901017,3/18/2020,BOS,NYK
21901018,3/18/2020,BKN,WAS
21901019,3/18/2020,IND,GSW
21901020,3/18/2020,CHI,MIA
21901021,3/18/2020,NOP,SAS
21901022,3/18/2020,DEN,LAC
21901023,3/18/2020,LAL,UTA
21901024,3/18/2020,PHX,MIN
21901025,3/19/2020,CHA,PHI
21901026,3/19/2020,ORL,CLE
21901027,3/19/2020,HOU,SAC
21901028,3/19/2020,MIL,MEM
21901029,3/19/2020,POR,DAL
21901030,3/20/2020,DET,GSW
21901031,3/20/2020,IND,MIA
21901032,3/20/2020,ATL,WAS
21901033,3/20/2020,TOR,BOS
21901034,3/20/2020,OKC,DEN
21901035,3/20/2020,SAS,CHI
21901036,3/20/2020,UTA,MIN
21901037,3/20/2020,LAC,PHX
21901038,3/21/2020,BKN,BOS
21901039,3/21/2020,PHI,ATL
21901040,3/21/2020,CHA,LAL
21901041,3/21/2020,IND,CLE
21901042,3/21/2020,ORL,SAC
21901043,3/21/2020,NYK,GSW
21901044,3/21/2020,HOU,CHI
21901045,3/21/2020,MEM,NOP
21901046,3/21/2020,WAS,MIL
21901047,3/21/2020,PHX,DAL
21901048,3/22/2020,TOR,DEN
21901049,3/22/2020,DET,LAL
21901050,3/22/2020,MIN,POR
21901051,3/22/2020,NOP,SAC
21901052,3/22/2020,SAS,UTA
21901053,3/23/2020,WAS,BOS
21901054,3/23/2020,IND,PHX
21901055,3/23/2020,NYK,LAC
21901056,3/23/2020,BKN,ORL
21901057,3/23/2020,MIA,OKC
21901058,3/23/2020,CHI,DEN
21901059,3/23/2020,MIL,DET
21901060,3/23/2020,DAL,HOU
21901061,3/24/2020,CHA,POR
21901062,3/24/2020,CLE,SAC
21901063,3/24/2020,TOR,LAL
21901064,3/24/2020,NOP,MEM
21901065,3/24/2020,MIN,PHI
21901066,3/24/2020,UTA,SAS
21901067,3/25/2020,BKN,LAC
21901068,3/25/2020,DET,POR
21901069,3/25/2020,ORL,IND
21901070,3/25/2020,WAS,PHX
21901071,3/25/2020,MIA,DEN
21901072,3/25/2020,NYK,TOR
21901073,3/25/2020,MEM,BOS
21901074,3/25/2020,MIL,HOU
21901075,3/25/2020,GSW,ATL
21901076,3/26/2020,CLE,LAL
21901077,3/26/2020,OKC,CHA
21901078,3/26/2020,CHI,PHI
21901079,3/26/2020,MIN,SAS
21901080,3/26/2020,DAL,UTA
21901081,3/26/2020,SAC,ATL
21901082,3/27/2020,ORL,BKN
21901083,3/27/2020,DET,LAC
21901084,3/27/2020,IND,HOU
21901085,3/27/2020,PHI,PHX
21901086,3/27/2020,BOS,POR
21901087,3/27/2020,NOP,NYK
21901088,3/27/2020,MIL,WAS
21901089,3/27/2020,DEN,SAS
21901090,3/28/2020,BKN,CLE
21901091,3/28/2020,CHA,LAC
21901092,3/28/2020,CHI,NYK
21901093,3/28/2020,WAS,LAL
21901094,3/28/2020,MEM,TOR
21901095,3/28/2020,MIA,PHX
21901096,3/28/2020,GSW,OKC
21901097,3/28/2020,UTA,ATL
21901098,3/29/2020,DAL,MIL
21901099,3/29/2020,DET,HOU
21901100,3/29/2020,BOS,MIN
21901101,3/29/2020,ORL,NOP
21901102,3/29/2020,PHI,POR
21901103,3/29/2020,GSW,SAS
21901104,3/29/2020,SAC,IND
21901105,3/30/2020,CHA,MIA
21901106,3/30/2020,CLE,PHX
21901107,3/30/2020,BKN,POR
21901108,3/30/2020,TOR,MEM
21901109,3/30/2020,MIN,LAL
21901110,3/30/2020,UTA,CHI
21901111,3/30/2020,DEN,OKC
21901112,3/30/2020,LAC,IND
21901113,3/31/2020,ATL,NOP
21901114,3/31/2020,PHI,HOU
21901115,3/31/2020,GSW,DEN
21901116,3/31/2020,SAC,SAS
21901117,4/1/2020,ORL,CHA
21901118,4/1/2020,WAS,NOP
21901119,4/1/2020,BOS,MIA
21901120,4/1/2020,BKN,DET
21901121,4/1/2020,MIN,DAL
21901122,4/1/2020,MEM,NYK
21901123,4/1/2020,OKC,PHX
21901124,4/1/2020,UTA,CLE
21901125,4/1/2020,MIL,TOR
21901126,4/1/2020,LAL,IND
21901127,4/2/2020,HOU,GSW
21901128,4/2/2020,SAC,LAC
21901129,4/2/2020,POR,UTA
21901130,4/3/2020,IND,BKN
21901131,4/3/2020,DET,MIA
21901132,4/3/2020,WAS,PHI
21901133,4/3/2020,ATL,CHA
21901134,4/3/2020,BOS,ORL
21901135,4/3/2020,TOR,MIL
21901136,4/3/2020,NYK,MIN
21901137,4/3/2020,MEM,DAL
21901138,4/3/2020,SAS,GSW
21901139,4/3/2020,DEN,CHI
21901140,4/3/2020,PHX,CLE
21901141,4/4/2020,LAC,OKC
21901142,4/4/2020,SAC,LAL
21901143,4/5/2020,CHA,ATL
21901144,4/5/2020,PHI,ORL
21901145,4/5/2020,BOS,MIL
21901146,4/5/2020,IND,WAS
21901147,4/5/2020,NYK,MIA
21901148,4/5/2020,BKN,DAL
21901149,4/5/2020,PHX,CHI
21901150,4/5/2020,DEN,UTA
21901151,4/5/2020,MIN,DET
21901152,4/5/2020,HOU,TOR
21901153,4/5/2020,SAS,NOP
21901154,4/5/2020,SAC,CLE
21901155,4/5/2020,POR,MEM
21901156,4/5/2020,LAL,OKC
21901157,4/7/2020,WAS,TOR
21901158,4/7/2020,ATL,DET
21901159,4/7/2020,MIA,IND
21901160,4/7/2020,PHI,MIL
21901161,4/7/2020,OKC,BKN
21901162,4/7/2020,NOP,CHA
21901163,4/7/2020,MIN,PHX
21901164,4/7/2020,DAL,HOU
21901165,4/7/2020,SAS,SAC
21901166,4/7/2020,DEN,MEM
21901167,4/7/2020,POR,CLE
21901168,4/7/2020,UTA,LAC
21901169,4/7/2020,LAL,CHI
21901170,4/8/2020,BOS,IND
21901171,4/8/2020,CHA,TOR
21901172,4/8/2020,NYK,ORL
21901173,4/8/2020,HOU,SAS
21901174,4/8/2020,LAC,CHI
21901175,4/8/2020,GSW,CLE
21901176,4/9/2020,MIA,DET
21901177,4/9/2020,MIL,BKN
21901178,4/9/2020,MIN,SAC
21901179,4/9/2020,NOP,PHX
21901180,4/9/2020,POR,DEN
21901181,4/9/2020,LAL,GSW
21901182,4/10/2020,ORL,BOS
21901183,4/10/2020,TOR,ATL
21901184,4/10/2020,HOU,WAS
21901185,4/10/2020,OKC,NYK
21901186,4/10/2020,SAS,PHI
21901187,4/11/2020,DAL,DET
21901188,4/11/2020,CHA,WAS
21901189,4/11/2020,IND,ORL
21901190,4/11/2020,NOP,PHI
21901191,4/11/2020,CLE,MIL
21901192,4/11/2020,MIA,BOS
21901193,4/11/2020,CHI,BKN
21901194,4/11/2020,MEM,OKC
21901195,4/11/2020,LAC,GSW
21901196,4/11/2020,DEN,SAC
21901197,4/11/2020,PHX,UTA
21901198,4/12/2020,SAS,HOU
21901199,4/12/2020,TOR,NYK
21901200,4/12/2020,MIL,ATL
21901201,4/12/2020,LAL,MIN
21901202,4/13/2020,DET,BOS
21901203,4/13/2020,CLE,BKN
21901204,4/13/2020,CHA,MIA
21901205,4/13/2020,IND,SAS
21901206,4/13/2020,CHI,ORL
21901207,4/13/2020,HOU,PHX
21901208,4/13/2020,MEM,PHI
21901209,4/13/2020,NOP,WAS
21901210,4/13/2020,OKC,UTA
21901211,4/13/2020,DEN,DAL
21901212,4/13/2020,GSW,POR
21901213,4/13/2020,LAC,MIN
21901214,4/14/2020,NYK,DET
21901215,4/14/2020,MIA,TOR
21901216,4/14/2020,UTA,DEN
21901217,4/14/2020,LAL,SAC
21901218,4/15/2020,ATL,CLE
21901219,4/15/2020,BOS,CHI
21901220,4/15/2020,BKN,MIL
21901221,4/15/2020,PHI,CHA
21901222,4/15/2020,DAL,OKC
21901223,4/15/2020,HOU,MEM
21901224,4/15/2020,WAS,IND
21901225,4/15/2020,MIN,NYK
21901226,4/15/2020,SAS,NOP
21901227,4/15/2020,ORL,TOR
21901228,4/15/2020,SAC,GSW
21901229,4/15/2020,POR,LAC
21901230,4/15/2020,PHX,LAL
